id,debt,severity
9,20,BLOCKER
9,20,BLOCKER
9,20,BLOCKER
9,20,BLOCKER
9,20,BLOCKER
10,30,BLOCKER
10,20,BLOCKER
10,20,BLOCKER
10,20,BLOCKER
10,20,BLOCKER
10,20,BLOCKER
10,20,BLOCKER
10,20,BLOCKER
10,20,BLOCKER
10,20,BLOCKER
10,20,BLOCKER
10,20,BLOCKER
10,20,BLOCKER
10,20,BLOCKER
10,20,BLOCKER
10,20,BLOCKER
10,20,BLOCKER
10,20,BLOCKER
10,20,BLOCKER
10,20,BLOCKER
10,20,BLOCKER
10,20,BLOCKER
10,20,BLOCKER
10,20,BLOCKER
10,20,BLOCKER
10,20,BLOCKER
10,20,BLOCKER
10,20,BLOCKER
10,20,BLOCKER
10,20,BLOCKER
10,20,BLOCKER
10,20,BLOCKER
10,20,BLOCKER
10,20,BLOCKER
10,20,BLOCKER
10,20,BLOCKER
10,20,BLOCKER
10,20,BLOCKER
10,20,BLOCKER
11,30,BLOCKER
11,20,BLOCKER
11,20,BLOCKER
11,20,BLOCKER
11,20,BLOCKER
11,20,BLOCKER
11,20,BLOCKER
11,20,BLOCKER
11,20,BLOCKER
11,20,BLOCKER
11,20,BLOCKER
11,20,BLOCKER
11,20,BLOCKER
11,20,BLOCKER
11,20,BLOCKER
11,20,BLOCKER
11,20,BLOCKER
11,20,BLOCKER
11,20,BLOCKER
11,20,BLOCKER
11,20,BLOCKER
11,20,BLOCKER
11,20,BLOCKER
11,20,BLOCKER
11,20,BLOCKER
11,20,BLOCKER
11,20,BLOCKER
11,20,BLOCKER
11,20,BLOCKER
11,20,BLOCKER
11,20,BLOCKER
11,20,BLOCKER
11,20,BLOCKER
11,20,BLOCKER
11,20,BLOCKER
11,20,BLOCKER
11,20,BLOCKER
11,20,BLOCKER
11,20,BLOCKER
