id,value,severity
src/main/java/org/jhotdraw/draw/handle/BezierControlPointHandle.java,12,4
src/main/java/org/jhotdraw/draw/handle/BezierNodeHandle.java,23,4
src/main/java/org/jhotdraw/draw/handle/BezierOutlineHandle.java,4,3
src/main/java/org/jhotdraw/draw/handle/BezierScaleHandle.java,4,4
src/main/java/org/jhotdraw/draw/handle/BoundsOutlineHandle.java,5,3
src/main/java/org/jhotdraw/draw/handle/CloseHandle.java,2,3
src/main/java/org/jhotdraw/draw/handle/ConnectorHandle.java,2,3
src/main/java/org/jhotdraw/draw/handle/DragHandle.java,4,3
src/main/java/org/jhotdraw/draw/handle/FontSizeHandle.java,11,4
src/main/java/org/jhotdraw/draw/handle/HandleAttributeKeys.java,109,3
src/main/java/org/jhotdraw/draw/handle/MoveHandle.java,11,3
src/main/java/org/jhotdraw/draw/handle/NullHandle.java,4,3
src/main/java/org/jhotdraw/draw/handle/OrientationHandle.java,2,3
src/main/java/org/jhotdraw/draw/handle/ResizeHandleKit.java,49,4
src/main/java/org/jhotdraw/draw/handle/RotateHandle.java,2,2
src/main/java/org/jhotdraw/draw/handle/RoundRectangleRadiusHandle.java,5,3
src/main/java/org/jhotdraw/draw/handle/TextOverflowHandle.java,4,3
src/main/java/org/jhotdraw/draw/handle/TransformHandleKit.java,52,4
src/main/java/org/jhotdraw/draw/ImageFigure.java,10,5
src/main/java/org/jhotdraw/draw/io,,
src/main/java/org/jhotdraw/draw/io/DOMStorableInputOutputFormat.java,4,3
src/main/java/org/jhotdraw/draw/io/ImageInputFormat.java,4,3
src/main/java/org/jhotdraw/draw/io/ImageOutputFormat.java,1,3
src/main/java/org/jhotdraw/draw/io/InputFormat.java,1,3
src/main/java/org/jhotdraw/draw/io/SerializationInputOutputFormat.java,8,5
src/main/java/org/jhotdraw/draw/io/TextInputFormat.java,6,3
src/main/java/org/jhotdraw/draw/LabeledLineConnectionFigure.java,10,3
src/main/java/org/jhotdraw/draw/LabelFigure.java,7,3
src/main/java/org/jhotdraw/draw/layouter,,
src/main/java/org/jhotdraw/draw/layouter/HorizontalLayouter.java,4,3
src/main/java/org/jhotdraw/draw/layouter/LocatorLayouter.java,1,2
src/main/java/org/jhotdraw/draw/layouter/VerticalLayouter.java,5,3
src/main/java/org/jhotdraw/draw/LineConnectionFigure.java,24,3
src/main/java/org/jhotdraw/draw/LineFigure.java,5,3
src/main/java/org/jhotdraw/draw/liner,,
src/main/java/org/jhotdraw/draw/liner/CurvedLiner.java,6,4
src/main/java/org/jhotdraw/draw/liner/ElbowLiner.java,9,4
src/main/java/org/jhotdraw/draw/liner/SlantedLiner.java,6,3
src/main/java/org/jhotdraw/draw/locator,,
src/main/java/org/jhotdraw/draw/locator/BezierLabelLocator.java,6,4
src/main/java/org/jhotdraw/draw/locator/Locator.java,1,2
src/main/java/org/jhotdraw/draw/locator/RelativeDecoratorLocator.java,9,2
src/main/java/org/jhotdraw/draw/locator/RelativeLocator.java,20,4
src/main/java/org/jhotdraw/draw/QuadTreeCompositeFigure.java,22,3
src/main/java/org/jhotdraw/draw/QuadTreeDrawing.java,20,3
src/main/java/org/jhotdraw/draw/RectangleFigure.java,2,3
src/main/java/org/jhotdraw/draw/RoundRectangleFigure.java,7,3
src/main/java/org/jhotdraw/draw/text,,
src/main/java/org/jhotdraw/draw/text/FloatingTextArea.java,3,3
src/main/java/org/jhotdraw/draw/TextAreaFigure.java,22,3
